,time,tweet
298,2021-01-28T02:35:55.000Z,First production car ever to achieve 0 to 60 mph in less than 2 seconds
299,2021-01-28T02:34:17.000Z,It can play Cyberpunk
300,2021-01-28T02:33:13.000Z,Plaid Model S ships next month https://t.co/HFUPTnQiPB
301,2021-01-28T01:57:30.000Z,Even Discord has gone corpo …
302,2021-01-26T22:59:59.000Z,https://t.co/F23fxQkBCE
303,2021-01-26T21:08:02.000Z,"Gamestonk!! 
https://t.co/RZtkDzAewJ"
304,2021-01-26T11:32:55.000Z,Bought a hand knit wool Marvin the Martian helm for my dog
305,2021-01-26T11:28:08.000Z,https://t.co/gpcvjIBTLM
306,2021-01-26T11:25:23.000Z,I kinda love Etsy
307,2021-01-24T19:46:26.000Z,Under Vegas in @boringcompany tunnel yesterday with my boys https://t.co/tLfOuiEdFm
308,2021-01-22T23:17:20.000Z,Launching many small satellites for a wide range of customers tomorrow. Excited about offering low-cost access to orbit for small companies! https://t.co/NrXmBML747
309,2021-01-21T23:08:47.000Z,Details next week
310,2021-01-21T23:08:35.000Z,Am donating $100M towards a prize for best carbon capture technology
311,2021-01-18T05:52:28.000Z,Battery cell production is the fundamental rate-limiter slowing down a sustainable energy future. Very important problem. https://t.co/MYOUSAC2AK
312,2021-01-15T06:44:22.000Z,"Monty Python is amazing
https://t.co/UJq94IWT88"
313,2021-01-13T21:47:02.000Z,All three static fires completed &amp; no RUDs!
314,2021-01-13T21:20:05.000Z,https://t.co/ho7yGXAS3a
315,2021-01-13T19:06:00.000Z,"Today at SpaceX is about practicing Starship engine starts. Ship is held down by massive pins while engines are fired. Two starts completed, about to try a third."
316,2021-01-13T09:25:42.000Z,Legalize comedy
317,2021-01-12T23:02:33.000Z,"Hey you …
Yeah you Queen …
You’re gonna make it! 💕💕 https://t.co/LrqdIrbIyd"
318,2021-01-12T11:55:35.000Z,https://t.co/TKkruvgBth https://t.co/ocy2gFRYvN
319,2021-01-12T11:24:55.000Z,Mus protec 👶 yoda https://t.co/1dvhG0nTkU
320,2021-01-09T18:47:06.000Z,"My 14-year-old son, Saxon, said he feels like 2021 will be a good year. I agree. Let us all make it so."
321,2021-01-08T02:15:39.000Z,Launch underway https://t.co/wbk7ZZ0Fqx
322,2021-01-08T01:35:53.000Z,"Btw, critical feedback is always super appreciated, as well as ways to donate money that really make a difference (way harder than it seems)"
323,2021-01-07T18:49:47.000Z,https://t.co/2ja38Z8MRE
324,2021-01-07T12:56:10.000Z,Use Signal
325,2021-01-07T10:24:29.000Z,"As seen from an external observer, not the participants"
326,2021-01-07T10:23:50.000Z,The most entertaining outcome is the most likely
327,2021-01-07T04:06:23.000Z,This is called the domino effect https://t.co/qpbEW54RvM
328,2021-01-04T20:57:05.000Z,"Because of the large footprint, it may seem flat, but actually ranges up to 5 stories tall"
329,2021-01-04T20:26:11.000Z,Snow falling on Giga Berlin https://t.co/eTXMtYp8hG
330,2021-01-02T14:51:49.000Z,"So proud of the Tesla team for achieving this major milestone! At the start of Tesla, I thought we had (optimistically) a 10% chance of surviving at all. https://t.co/xCqTL5TGlE"
331,2020-12-31T05:47:38.000Z,Ignore the heading
332,2020-12-31T05:40:26.000Z,"Great interview with Mathias Döpfner
https://t.co/ewnaHc4cH0"
333,2020-12-30T09:51:07.000Z,Snake-head dog had my undivided attention until winder-head ostrich came gliding through all nonchalant https://t.co/dtPMdM3TQp
334,2020-12-30T05:33:19.000Z,"Destiny, destiny
No escaping 
that for me"
335,2020-12-29T22:16:14.000Z,All Tesla cars delivered in the final three days of the year will get three months of the Full Self-Driving option for free. Delivery &amp; docs must be fully complete by midnight Dec 31st.
336,2020-12-29T21:32:09.000Z,The Last Kingdom show is great
337,2020-12-29T20:48:04.000Z,Not everything is made of cake https://t.co/oMaCmYQAwx
338,2020-12-29T20:40:49.000Z,Such a weird game when you think about it https://t.co/5MrvVzmeKG
339,2020-12-29T20:37:54.000Z,This is not CGI https://t.co/VOivE97vPR
340,2020-12-28T19:46:18.000Z,Entertainment will be critical when cars drive themselves
341,2020-12-28T17:23:31.000Z,What should Tesla do with in-car gaming in an autonomous world?
342,2020-12-27T22:18:58.000Z,Try playing Polytopia in your Tesla! Great game. Multiplayer online version coming soon.
343,2020-12-25T20:54:29.000Z,"Change your horn sound to 🐐, 🐍🎷, 💨 or holiday jingles with latest Tesla software update!"
344,2020-12-25T16:47:04.000Z,Merry Christmas &amp; happy holidays! 🎁 https://t.co/uk6NSPwR9R doge
345,2020-12-24T01:12:41.000Z,12 story rocket turns off its engines &amp; does a controlled fall https://t.co/HCRgyx42rn
346,2020-12-24T00:00:41.000Z,"To Tesla owners taking delivery in the final days of year, your support is super appreciated!!"
347,2020-12-21T13:04:16.000Z,Thanks to everyone who worked so hard to make Tesla successful. My heart goes out to you.
348,2020-12-20T10:16:43.000Z,♥️ i love all u crazy ppl out there ♥️
349,2020-12-20T09:44:03.000Z,"Come for the comments, 
stay for the memes💄"
350,2020-12-20T09:30:04.000Z,One word: Doge
351,2020-12-20T09:24:37.000Z,Bitcoin is almost as bs as fiat money
352,2020-12-20T08:54:26.000Z,https://t.co/EbOjGshvrq bitcoin tempting buy
353,2020-12-20T08:43:06.000Z,“Lord” Edge
354,2020-12-20T08:40:34.000Z,"Just kidding, who needs a safe word anyway!?"
355,2020-12-20T08:21:25.000Z,Bitcoin is my safe word
356,2020-12-17T06:32:13.000Z,"Star Light, Star Bright https://t.co/6CeTAZSXCO"
357,2020-12-14T16:15:57.000Z,Ascent to the Heavens https://t.co/oGgsw88YRZ
358,2020-12-14T15:12:18.000Z,Hehe https://t.co/SkLMiL3OxT
359,2020-12-14T06:51:16.000Z,https://t.co/sdmXKbHdzd
360,2020-12-14T06:11:07.000Z,https://t.co/qbNT1dUsED
361,2020-12-10T00:10:39.000Z,"Thank you, South Texas for your support! This is the gateway to Mars."
362,2020-12-10T00:08:40.000Z,"Life, the Universe and Everything https://t.co/1ZCzInfc4u"
363,2020-12-09T23:08:53.000Z,"Mars, here we come!!"
364,2020-12-09T23:07:39.000Z,"Fuel header tank pressure was low during landing burn, causing touchdown velocity to be high &amp; RUD, but we got all the data we needed! Congrats SpaceX team hell yeah!!"
365,2020-12-09T23:02:34.000Z,"Successful ascent, switchover to header tanks &amp; precise flap control to landing point! https://t.co/IIraiESg5M"
366,2020-12-08T16:44:50.000Z,"“So long, and thanks for the orifice!”
- Alien message decrypted"
367,2020-12-07T20:13:07.000Z,Out on the pad in South Texas https://t.co/RcYOXXpTc2
368,2020-12-07T04:37:42.000Z,100
369,2020-12-06T21:30:33.000Z,"Im Gespräch mit Mathias Döpfner 

https://t.co/bqa5pIAOnk"
370,2020-12-03T23:30:34.000Z,Watch Demolition Man
371,2020-12-03T23:19:57.000Z,Prometheus Unbound
372,2020-12-02T03:19:28.000Z,"Much of what people think of an science is actually engineering, eg no such thing as a “rocket scientist”, only rocket engineers. Latter is who put humans on the moon."
373,2020-12-02T03:13:25.000Z,"Science is discovering the essential truths about what exists in the Universe, engineering is about creating things that never existed
https://t.co/aIEUtHoPxM"
374,2020-11-26T15:12:00.000Z,Happy Thanksgiving!
375,2020-11-25T20:38:25.000Z,.@TheBabylonBee is savage 🤣🤣
376,2020-11-25T02:12:17.000Z,"This is a life leader launch, so more risk than normal https://t.co/EtFP9IELrf"
377,2020-11-24T23:59:27.000Z,"Good Starship SN8 static fire! Aiming for first 15km / ~50k ft altitude flight next week. Goals are to test 3 engine ascent, body flaps, transition from main to header tanks &amp; landing flip."
378,2020-11-22T03:42:11.000Z,"Tomorrow will be the 7th flight of this rocket, landing on droneship Of Course I Still Love You"
379,2020-11-21T17:34:45.000Z,Landing at Vandenberg AFB in California https://t.co/46J2GcCjP0
380,2020-11-21T16:30:40.000Z,"Well, almost anything https://t.co/FFPVDsqruC"
381,2020-11-21T14:44:07.000Z,Quite the day ahead https://t.co/apZNgmo0k7
382,2020-11-18T07:41:37.000Z,Tesla holiday software release is 🔥🔥
383,2020-11-18T07:09:54.000Z,Cobra Kai is a deep cut
384,2020-11-17T22:07:17.000Z,Deus ex machine learning https://t.co/5ZSYalVczx
385,2020-11-17T19:20:28.000Z,Nullius in Verba @royalsociety
386,2020-11-16T01:09:01.000Z,♥️
387,2020-11-16T00:23:02.000Z,Launch in 5 minutes
388,2020-11-16T00:00:41.000Z,"The same propellant is used either for abort or for orbital maneuvering, as one use obviates the other"
389,2020-11-15T23:58:27.000Z,"Dragon can also hover &amp; land propulsively, but we use the parachutes for maximum safety https://t.co/Mr7VFIQwWf"
390,2020-11-15T23:55:43.000Z,"Thrusters are integrated with spacecraft, enabling abort capability all the way to abort for increased safety https://t.co/KrOHKOr6AE"
391,2020-11-15T14:13:45.000Z,Astronaut launch today! https://t.co/3FAzZGss8c
392,2020-11-15T02:52:28.000Z,Worth reading this thread if you’re curious about rona testing https://t.co/FA6kD61eBA
393,2020-11-14T20:13:06.000Z,Unless you’re on DMT
394,2020-11-14T20:11:13.000Z,"Laws of thermodynamics:
1. You can’t win
2. You can’t break even
3. You can’t stop playing"
395,2020-11-14T19:51:56.000Z,Shakes fist at entropy
396,2020-11-13T23:22:43.000Z,Case closed https://t.co/pUYiJcAdD6
397,2020-11-13T23:15:38.000Z,Soon https://t.co/mWOpR7W8kk
398,2020-11-13T21:47:44.000Z,Lab I just spoke to said cov2 PCR detection (N1 &amp; N3 genes) below 30 cycles is reliable &amp; above 40 cycles is not
399,2020-11-13T17:41:59.000Z,"Would be great to hear from people who know a lot about the PCR testing industry. What’s the approximate false positive rate, all things considered, for cov2 PCR tests?"
400,2020-11-13T16:28:32.000Z,What is the general population (no knowledge of symptoms) accuracy of a sars-cov2 PCR test &amp; is it possible to generate a false positive if you simply run enough cycles?
401,2020-11-13T06:11:57.000Z,The carousel turns ever faster
402,2020-11-13T05:47:11.000Z,"Something extremely bogus is going on. Was tested for covid four times today. Two tests came back negative, two came back positive. Same machine, same test, same nurse. Rapid antigen test from BD."
403,2020-11-12T15:34:36.000Z,4 Astronauts fly to @Space_Station on Sat night from Cape. First operational flight of Crew Dragon. https://t.co/uZCGiKciKb
404,2020-11-10T21:24:38.000Z,Such a privilege to work with people I like &amp; respect so much. I feel blessed.
405,2020-11-09T18:03:19.000Z,https://t.co/d0i2w8wNKG
406,2020-11-09T16:57:33.000Z,"Yes, you can have my damn cookie! should be a browser setting"
407,2020-11-07T18:26:27.000Z,"The Phantom of the Opera 
Is here … inside your mind"
408,2020-11-06T15:31:07.000Z,"When sending your resume, please describe a few of the hardest problems you solved &amp; exactly how you solved them"
409,2020-11-06T10:36:02.000Z,"A New Banner is needed
Neither hard left nor right"
410,2020-11-06T06:10:41.000Z,420 is ten times better than 42
411,2020-11-06T05:55:31.000Z,🤗
412,2020-11-05T09:31:58.000Z,Recruiting ace engineers for Giga Berlin! Will interview in person tomorrow on site. Send resume to 25Guns@Tesla.com.
413,2020-11-02T19:36:28.000Z,Several thousand more Starlink beta participation invitations going out this week
414,2020-11-02T15:39:45.000Z,Very close to actual expected flight! https://t.co/ruEdIPhTil
415,2020-11-01T21:05:06.000Z,Penguin Random House 😴 should change the name to Random Penguin🔥
416,2020-10-29T04:45:51.000Z,"Truth be told, I’ve eaten at JitB many times over the years, even the teriyaki bowl"
417,2020-10-29T04:40:07.000Z,Might buy a Jack in the Box footstool
418,2020-10-29T00:11:03.000Z,Tesla should make 🔥 catgirl robots?
419,2020-10-28T03:08:02.000Z,"Come here … no, come, here 👇"
420,2020-10-28T03:02:07.000Z,"Wow, this mayo sure is salty!"
421,2020-10-28T02:18:17.000Z,Jack in the Box should do double duty as a sperm donor clinic — name is 👌
422,2020-10-24T22:46:56.000Z,Congratulations SpaceX Team! https://t.co/nO1Z98a94f
423,2020-10-22T22:00:02.000Z,Price change is pushed to Thursday next week. Applies only to US for now. One week clock will start in other countries as beta is released. FSD monthly rental will also be available sometime next year.
424,2020-10-22T06:30:28.000Z,"Now that Tesla FSD beta is out in limited release, FSD price (new or upgrade) will go up by ~$2k on Monday"
425,2020-10-21T20:13:20.000Z,"Starship nosecone, high bay &amp; tiki bar https://t.co/9qXYxMMIUj"
426,2020-10-20T22:19:31.000Z,"FSD beta rollout happening tonight. Will be extremely slow &amp; cautious, as it should."
427,2020-10-20T22:17:05.000Z,Data from 3 engine Starship static fire this morning looks good. Proceeding with nosecone mate.
428,2020-10-16T17:30:45.000Z,møtør trèndé https://t.co/V0yo4JKbS2
429,2020-10-14T19:01:19.000Z,"The gauntlet has been thrown down! 

The prophecy will be fulfilled. 

Model S price changes to $69,420 tonight!"
430,2020-10-14T09:28:14.000Z,9 meter or roughly 30 ft diameter
431,2020-10-14T09:24:55.000Z,Will be less roomy with 3 vacuum rocket engines added https://t.co/pKtDFdiZYC
432,2020-10-14T04:27:00.000Z,“What is love? Baby don’t hurt me.”— Winston Churchill
433,2020-10-13T05:36:46.000Z,🤘 The Illuminaughty 🤘
434,2020-10-06T11:44:54.000Z,4th flight &amp; landing for this booster https://t.co/UOtvMkgXqH
435,2020-10-06T11:24:42.000Z,5 minutes from launch. Looks good so far. https://t.co/on2f1pY5jt
436,2020-10-05T23:42:20.000Z,"Turn volume to 11 &amp; play Powerglide in your Tesla 

https://t.co/l07Yc02P7g"
437,2020-10-05T23:22:49.000Z,"Music volume on a Tesla goes to 11, because it’s louder than 10

https://t.co/ab5hAMo3EN"
438,2020-10-05T22:38:33.000Z,Rewatched Young Frankenstein this weekend. Still awesome. Ovaltine? https://t.co/WiMdyFSuiq
439,2020-10-05T22:21:07.000Z,"Hollywood should just start with the sequel &amp; skip the original, because financials"
440,2020-10-04T14:23:38.000Z,New SpaceX droneship will be called “A Shortfall of Gravitas”
441,2020-10-04T14:05:42.000Z,"Nothing can escape gravity, not even black holes (and they really tried!)"
442,2020-10-04T00:12:06.000Z,"Call of Booty, great game"
443,2020-10-04T00:04:41.000Z,https://t.co/HyfszSrm6m
444,2020-09-26T23:39:31.000Z,https://t.co/r1Sox7vta8
445,2020-09-26T19:44:56.000Z,"Thanks Tesla Team for great work on deliveries! For new owners, we super appreciate accommodating us on delivery timing! Definitely one of our toughest quarters in global logistics."
446,2020-09-26T17:41:21.000Z,"First flight is to 15km or ~50,000 ft"
447,2020-09-26T17:38:09.000Z,Nosecone &amp; front flaps next week. SN9 next month.
448,2020-09-26T17:36:31.000Z,Starship SN8 with rear body flaps https://t.co/GdxMbzX0ct
449,2020-09-26T01:52:11.000Z,Centaur with a bow obviously https://t.co/cfKfkFFXp0
450,2020-09-25T07:12:20.000Z,What can’t we predict?
451,2020-09-24T16:57:39.000Z,Only thing beyond ludicrous is plaid https://t.co/rHuWk20EGG
452,2020-09-23T00:28:04.000Z,"Cybertruck, ATV, Roadster &amp; Semi
C A R S https://t.co/4Aq1A5cYkH"
453,2020-09-22T05:56:48.000Z,"The extreme difficulty of scaling production of new technology is not well understood. It’s 1000% to 10,000% harder than making a few prototypes. The machine that makes the machine is vastly harder than the machine itself."
454,2020-09-21T21:00:46.000Z,"We intend to increase, not reduce battery cell purchases from Panasonic, LG &amp; CATL (possibly other partners too). However, even with our cell suppliers going at maximum speed, we still foresee significant shortages in 2022 &amp; beyond unless we also take action ourselves."
455,2020-09-21T20:56:52.000Z,"Important note about Tesla Battery Day unveil tomorrow. This affects long-term production, especially Semi, Cybertruck &amp; Roadster, but what we announce will not reach serious high-volume production until 2022."
456,2020-09-19T17:19:33.000Z,"A prior track record of exceptional achievement in engineering *is* required, but *no* prior experience working on the brain or human physiology is required. We will teach you what’s known about the brain, which is not much tbh."
457,2020-09-19T17:08:00.000Z,"If you feel Neuralink might have incorrectly overlooked your resume or declined to  make an offer, please lmk in comment below https://t.co/G81RblBZ0Z"
458,2020-09-18T16:22:25.000Z,of course I still love you
459,2020-09-17T07:15:03.000Z,Speedrunning Factorio in real life …
460,2020-09-16T20:18:25.000Z,Fallout Shelter is on your Tesla. Tap the Entertainment button.
461,2020-09-16T19:39:43.000Z,"🖤 Fallout Radio  🖤
https://t.co/gNo8XFjx8b"
462,2020-09-16T19:19:13.000Z,Doubles as an underground nuclear shelter 😀👍 https://t.co/CvI0YRjObE
463,2020-09-15T21:13:39.000Z,Story of my life
464,2020-09-15T21:12:54.000Z,https://t.co/Vn0Rv0yQ5q
465,2020-09-15T20:29:38.000Z,"Tunnels under cities with self-driving electric cars will feel like warp drive

First operational tunnel under Vegas almost done

The @BoringCompany"
466,2020-09-15T20:14:00.000Z,Have you hugged a tunnel today?
467,2020-09-15T16:09:45.000Z,Embrace tunnels!
468,2020-09-12T17:40:23.000Z,"One way or another, excitement guaranteed! Support of greater Boca, Padre, Brownsville community is very much appreciated."
469,2020-09-12T17:37:36.000Z,"SN8 Starship with flaps &amp; nosecone should be done in about a week. Then static fire, checkouts, static fire, fly to 60,000 ft &amp; back."
470,2020-09-11T15:45:06.000Z,Many exciting things will be unveiled on Battery Day 9/22 ⚡️
471,2020-09-10T21:49:27.000Z,Bitte arbeiten Sie bei Tesla Giga Berlin! Es wird super Spaß machen!! https://t.co/FcNoPr2oII
472,2020-09-09T21:09:06.000Z,Tesla Model S &amp; X have hospital-grade (HEPA) air filters. 3 &amp; Y are really good too. This has a big effect on health. https://t.co/48s5D3IfWs
473,2020-09-08T16:53:54.000Z,A la guerre comme à la guerre
474,2020-09-07T22:46:50.000Z,"If you bombard Earth with enough photons, eventually it emits a Tesla (AK)"
475,2020-09-04T05:41:19.000Z,Model 3 rated as most reliable car https://t.co/26DAGJLTDY
476,2020-09-04T05:02:34.000Z,Turns out you can make anything fly haha https://t.co/FJdHqRdVDb
477,2020-09-03T22:25:56.000Z,"🇩🇪🖤Giga Berlin Mannschaft🖤🇩🇪
Vielen Dank für Ihre hervorragende Arbeit an Giga Berlin!! https://t.co/KVo5mBfnXt"
478,2020-09-03T22:04:40.000Z,Great trip to Germany. Support from government &amp; people is super appreciated!
479,2020-08-31T18:37:39.000Z,https://t.co/oVaoHsg1of
480,2020-08-30T16:00:31.000Z,Just learned that my physics prof from Penn is head of Fermilab &amp; still has some of my old homework ☺️
481,2020-08-29T01:02:05.000Z,Conceptual telepathy
482,2020-08-28T22:32:20.000Z,Ahem … starting soon https://t.co/eCGHH5stOn
483,2020-08-28T19:37:40.000Z,"“All of physics is either impossible or trivial. It is impossible until you understand it, and then it becomes trivial.” E Rutherford"
484,2020-08-28T19:05:17.000Z,Neuralink product demo in 3 hours. Webcast at https://t.co/Y9wREd78oj.
485,2020-08-27T05:42:01.000Z,"The Big Bang started very, very smōl https://t.co/XVvcuALZ2o https://t.co/8R92iEXVvN"
486,2020-08-27T04:37:06.000Z,Should we believe things proportionate to the evidence that they are true? (yes)
487,2020-08-27T03:39:50.000Z,Olde skoole analog synthesizer from ancient Britain https://t.co/JG0fI3ChxC
488,2020-08-26T05:39:46.000Z,Lengthy background on Neuralink by @waitbutwhy https://t.co/z2YfAupDRD
489,2020-08-26T05:35:58.000Z,"Live webcast of working @Neuralink device
Friday 3pm Pacific https://t.co/PouLbrGzFU"
490,2020-08-21T15:27:45.000Z,A metaphor for life https://t.co/CdlL4ieLju
491,2020-08-20T19:11:02.000Z,More fun games coming soon to ur Tesla https://t.co/zBdYGOuHsz
492,2020-08-20T19:09:35.000Z,https://t.co/hKpWJnXsFc strikes again!
493,2020-08-20T08:17:54.000Z,New Tesla feature coming that enables your car to play snake jazz or Polynesian elevator music through its outside speakers wherever you go
494,2020-08-20T08:13:11.000Z,https://t.co/Bki5SOOroe
495,2020-08-20T05:52:37.000Z,🐍🎷
496,2020-08-20T05:11:06.000Z,GPT-3 sounds like Simon &amp; Garfunkel lyrics
497,2020-08-20T02:38:56.000Z,Bureaucracy is inherently kafkaesque
498,2020-08-19T19:55:21.000Z,Medical check is A-ok! https://t.co/zTRMvQ6Wvx
499,2020-08-19T19:47:48.000Z,He might run for President in 2024 https://t.co/Wo34fhKugu
500,2020-08-19T06:01:47.000Z,Elevator music is underrated
501,2020-08-18T22:17:46.000Z,"Aloha, welcome back from space 💫 https://t.co/xWPN09Wtaw"
502,2020-08-18T21:38:33.000Z,Fairing chute control &amp; ship control are closing the loop locally. Both operating on (SpaceX) autopilot.
503,2020-08-18T21:36:31.000Z,Ms Tree catches fairing in her net https://t.co/sqlJ63NetB
504,2020-08-17T23:00:50.000Z,Raptor engine just reached 330 bar chamber pressure without exploding! https://t.co/kVKRWksvaB
505,2020-08-17T04:05:05.000Z,Cybertruck option package https://t.co/6Vz4XNoHf9
506,2020-08-17T02:01:58.000Z,“Tanks 4 the memery” - panzer of the lake
507,2020-08-17T01:56:52.000Z,Some big milestones coming up https://t.co/K3v3yddg6J
508,2020-08-16T09:01:17.000Z,"Please trash me on Wikipedia, I’m begging you"
509,2020-08-16T08:57:26.000Z,History is written by the victors … except on Wikipedia haha
510,2020-08-16T08:42:01.000Z,We must pass The Great Filter
511,2020-08-16T07:38:57.000Z,Sounds right https://t.co/dm76FJq3hX
512,2020-08-16T00:18:31.000Z,A truly useful exaflop at de facto FP32
513,2020-08-15T22:11:49.000Z,https://t.co/mDoPO17YB9 https://t.co/326rkUEYW8
514,2020-08-15T19:17:50.000Z,"Our main engineering locations are Palo Alto, Austin &amp; Seattle, but working remotely is acceptable for exceptional candidates"
515,2020-08-14T22:40:49.000Z,Great mission patch design! https://t.co/p2Ic1crPef
516,2020-08-14T20:33:15.000Z,Tesla is developing a NN training computer called Dojo to process truly vast amounts of video data. It’s a beast! Please consider joining our AI or computer/chip teams if this sounds interesting.
517,2020-08-11T18:17:07.000Z,SN7 will be new alloy test tank taken to burst pressure. SN8 will have body flaps &amp; nosecone.
518,2020-08-11T18:15:25.000Z,SN 5 &amp; 6 at Starship Production Complex in Texas https://t.co/8BVRD5VdU7
519,2020-08-07T17:12:08.000Z,Good piece on Giga Berlin construction https://t.co/pA8sgEpV9Y
520,2020-08-06T22:39:35.000Z,SN5 https://t.co/GlZ28KFVHU
521,2020-08-02T22:45:07.000Z,"When space travel becomes as common as air travel, the future of civilization will be assured"
522,2020-08-02T20:27:25.000Z,Congratulations @SpaceX &amp; @NASA on completing first crewed Dragon flight!! 🇺🇸 returned.
523,2020-08-02T18:51:04.000Z,Dragon is stable in the water
524,2020-08-02T18:37:24.000Z,Acquisition of signal expected in 5 mins
525,2020-08-02T18:31:53.000Z,4 mins to Dragon loss of signal due to atmospheric entry plasma
526,2020-08-02T18:11:01.000Z,Dragon will travel from south of New Zealand to Florida in ~37 minutes
527,2020-08-02T17:19:04.000Z,Coming in hot https://t.co/dzFr5BNBfF
528,2020-08-02T16:55:30.000Z,Astronauts land in 2 hours @NASA @SpaceX
529,2020-08-01T06:47:18.000Z,🧙‍♂️ https://t.co/xxvcWMrTwS
530,2020-08-01T03:51:54.000Z,This BBC article provides a sensible summary for how it was done https://t.co/le3r20BWID
531,2020-07-31T14:54:07.000Z,"The Great Pyramid was the tallest structure made by humans for 3800 years. Three thousand, eight hundred years.  https://t.co/6DU46eMbni"
532,2020-07-31T04:17:16.000Z,Ramses II was 😎
533,2020-07-31T04:14:32.000Z,Aliens built the pyramids obv
534,2020-07-30T20:31:50.000Z,https://t.co/8lpvwbeC4R
535,2020-07-30T20:05:05.000Z,Starship SN5 just completed full duration static fire. 150m hop soon.
536,2020-07-30T19:52:29.000Z,🖤🧛‍♀️Total Eclipse of the Heart 🧛‍♀️🖤 https://t.co/n8djdlKnbE
537,2020-07-30T08:54:55.000Z,"But sometimes when we touch …
https://t.co/KMassjCtIx"
538,2020-07-30T08:19:44.000Z,"Losing It
https://t.co/9HOY0ldzg4"
539,2020-07-30T07:53:58.000Z,"Sure could use a good rave
What’s your favorite techno"
540,2020-07-30T07:12:22.000Z,I … I just died in your arms tonight
541,2020-07-30T06:55:03.000Z,The rumor that Bill Gates &amp; I are lovers is completely untrue
542,2020-07-27T18:57:05.000Z,Das Kapital in a nutshell https://t.co/mG44mMkitx
543,2020-07-27T18:32:18.000Z,The left is losing the middle
544,2020-07-27T17:05:14.000Z,Hold my beer https://t.co/IK3tT1x4wP
545,2020-07-27T03:40:56.000Z,Almost a decade ago. Original Dragon in background.
546,2020-07-27T03:16:48.000Z,https://t.co/Ufay65lZJj
547,2020-07-27T02:41:32.000Z,"Great song
https://t.co/wj4YdJglSH"
548,2020-07-25T21:40:42.000Z,Cool Model 3 review by @iamjamiefoxx https://t.co/hJDD7BjkE3
549,2020-07-25T03:42:29.000Z,Pronouns suck
550,2020-07-24T22:31:07.000Z,I bet no one on 🌹 Twitter even *has* a guillotine! Poseurs …
551,2020-07-24T16:21:01.000Z,🌹 Twitter sucks
552,2020-07-24T15:01:39.000Z,"These are jammed to gills with special interests earmarks. If we do a stimulus at all, it should just be direct payments to consumers."
553,2020-07-24T14:53:54.000Z,"Goal of government should be to maximize the happiness of the people. Giving each person money allows them to decide what meets their needs, rather than the blunt tool of legislation, which creates self-serving special interests."
554,2020-07-24T14:50:53.000Z,"As a reminder, I’m in *favor* of universal basic income"
555,2020-07-24T14:44:46.000Z,Another government stimulus package is not in the best interests of the people imo
556,2020-07-24T14:39:07.000Z,"Tesla solar panels are $1.49/Watt 
https://t.co/5LpLhqgAzw"
557,2020-07-23T07:59:54.000Z,Impressive Tianwen-1 Mars rover mission launched by China today https://t.co/FsyA3I0HrU
558,2020-07-22T06:53:20.000Z,"You don’t have a soul, you are a soul"
559,2020-07-22T06:42:32.000Z,2 minutes later … https://t.co/o5fbBTan1S
560,2020-07-22T06:10:48.000Z,Coming soon https://t.co/6nOgLix6b5
561,2020-07-22T05:45:35.000Z,Where are the memes? Send in … the memes …
562,2020-07-22T05:40:32.000Z,Nothing has gaslit more people than the movie Gaslight
563,2020-07-21T04:58:13.000Z,Das baby kann noch keinen löffel benutzen https://t.co/UETqVIA4BP
564,2020-07-20T22:19:33.000Z,Both fairing halves caught from space by @SpaceX ships!
565,2020-07-20T21:11:56.000Z,Launch in 20 mins https://t.co/1oLtPnW929
566,2020-07-19T00:11:35.000Z,This would solve a lot of brain/spine injuries &amp; is ultimately essential for AI symbiosis
567,2020-07-18T02:03:56.000Z,"Solving high-volume, high-reliability, low-cost production problems is especially valued"
568,2020-07-18T01:59:21.000Z,"If you’ve solved hard problems with phones / wearables (sealing, signal processing, inductive charging, power mgmt, etc), please consider working at engineering@neuralink.com"
569,2020-07-18T00:58:55.000Z,It’s inevitable https://t.co/eBKnQm6QyF dogecoin taking over global financial system
570,2020-07-18T00:52:19.000Z,Will those who write the algorithms ever realize their negativity bias?
571,2020-07-18T00:02:23.000Z,Thanks
572,2020-07-17T23:18:15.000Z,Just stop
573,2020-07-15T05:39:52.000Z,Giga Berlin https://t.co/UXQMUVTWXf
574,2020-07-11T07:29:42.000Z,https://t.co/1MQXFAKPzf
575,2020-07-10T22:58:14.000Z,"I spoke with Korolev’s family today.
He was one of the very best.
Корольов / Королёв."
576,2020-07-10T09:31:35.000Z,"Wow, IHOP &amp; GitHub are close"
577,2020-07-10T09:26:26.000Z,Best use of the term “Full Stack”?
578,2020-07-10T04:25:45.000Z,AI symbiosis while u wait
579,2020-07-09T07:08:51.000Z,Progress update August 28
580,2020-07-09T07:01:44.000Z,"If you can’t beat em, join em
Neuralink mission statement"
581,2020-07-05T20:33:10.000Z,Read The Story of Civilization by Will &amp; Ariel Durant
582,2020-07-05T20:04:27.000Z,"Dang, we broke the website"
583,2020-07-05T20:02:44.000Z,Only $69.420!!
584,2020-07-05T20:01:08.000Z,Limited edition short shorts now available at https://t.co/5EmNcTBvJv
585,2020-07-05T06:16:45.000Z,Beautiful fireworks in LA tonight
586,2020-07-05T03:18:16.000Z,"North American Supercharger usage is now at pre-covid high, Europe about a week behind, China &amp; Asia-Pacific in general doing great https://t.co/bRd0egaC1t"
587,2020-07-05T01:20:09.000Z,https://t.co/jAmuz6NaA4
